nombre,genero,anio_nacimiento,anio_muerte,ocupacion,ciudadania,numero_lectores
Dario Gomez,Male,1951,0,singer,Colombia,202778
Daulis Prescott,Male,1986,0,boxer,Colombia,8572
Hernan Mendez,Male,1959,0,actor,Colombia,1262
Aldemar Correa,Male,1983,0,actor,Colombia,11437
Daniel Moreno Heredia,Male,1996,0,football,Colombia,1743
Edwar Lopez,Male,1995,0,football,Colombia,5347
Viviana Spinosa,Female,1984,0,artist,Colombia,545
David Consuegra,Male,1939,2004,designer,Colombia,14683
David Cordoba,Male,1980,0,football,Colombia,5498
David Giraldo,Male,1984,0,football,Colombia,2770
David Gonzalez (skateboarder),Male,1990,0,sport,Colombia,46878
David Macalister Silva,Male,1986,0,football,Colombia,64505
David Perez (footballer),Male,1990,0,football,Colombia,1393
Geovanni Banguera,Male,1995,0,football,Colombia,14963
Andres Chitiva,Male,1979,0,football,Colombia,116512
Andres Miguel Diaz,Male,1984,0,sport,Colombia,805
David Velez,Male,1973,0,composer,Colombia,71
Davis Granados,Male,1981,0,football,Colombia,1224
Andres Holguin,Male,1918,1989,journalist,Colombia,2742
Manuel J. Bernal,Male,1924,2004,music,Colombia,502
Marvin Angarita,Male,1989,0,sport,Colombia,4015
Edgar Fonseca,Male,1981,0,sport,Colombia,3316
Juan Pablo Gamboa,Male,1966,0,actor,Colombia,297587
Andres de Santa Maria,Male,1860,1945,painter,Colombia,28400
Ivan Cepeda Castro,Male,1962,0,politician,Colombia,155324
Diomedes Diaz,Male,1957,2013,singer,Colombia,2051673
Denis Gomez,Male,1991,0,football,Colombia,5026
Roberto Arias Perez,Male,1924,2018,lawyer,Colombia,1008
Gonzalo Palomino Ortiz,Male,1936,2018,naturalist,Colombia,377
Rafael Ballen,Male,1942,0,teacher,Colombia,335
Lisa Daniels,Female,1977,0,actor,Colombia,109989
Alberto Lozano Cleves,Male,1918,1991,unknown,Colombia,74
Diana Franco,Female,0,0,editor,Colombia,7885
Diana Velasco,Female,1985,0,judo,Colombia,2025
Dicken Schrader,Male,1973,0,music,Colombia,5989
Jorge Verdugo Ponce,Male,1956,2016,literary,Colombia,120
Didier Tamayo,Male,1939,0,fencer,Colombia,885
Didier van der Hove,Male,1966,0,actor,Colombia,67899
Diego Armando Causado,Male,1989,0,football,Colombia,1412
Diego Armando Basto,Male,1988,0,football,Colombia,7622
Diego Barrera,Male,1987,0,football,Colombia - US,8808
Diego Betancur Alvarez,Male,1949,0,diplomat,Colombia,12217
Diego Betancourt,Male,1991,0,football,Colombia,1472
Diego Colorado,Male,1973,0,runner,Colombia,5319
Diego Duarte Delgado,Male,1970,0,sport,Colombia,2820
Diego Echavarria Misas,Male,1895,1971,business,Colombia,93542
Diego Herrera,Male,1969,0,football,Ecuador - Colombia,12856
Diego Molano Vega,Male,1967,0,politician,Colombia,31149
Diego Peralta (Colombian footballer),Male,1985,0,football,Colombia,29011
Diego Perdomo,Male,1972,0,swimmer,Colombia,1536
Diego Serna,Male,1973,0,football,Colombia,17990
Diego Suarez (garden designer),Male,1888,1974,architect,Colombia - US,5363
Diego Toro,Male,1982,0,football,Colombia,8416
Diego Valdes (Colombian footballer),Male,1981,0,football,Colombia,24267
Diego Alvarez (footballer),Male,1981,0,football,Colombia,28340
Dilian Francisca Toro,Female,1959,0,politician,Colombia,78064
Sheyla Garcia,Female,1989,0,journalist,Colombia,10003
Lilian Pallares,Female,1976,0,writer,Colombia,279
Nicolas Samper,Male,1976,0,journalist,Colombia,3103
Samael Aun Weor,Male,1917,1977,writer,Colombia - Mexico,490987
Fabio Betancur Tirado,Male,1938,2011,archbishop,Colombia,3255
Diomedes Pena,Male,1976,0,football,Colombia,1301
Henry Perez,Male,1956,1991,religious,Colombia,3645
Dodanim Barboza,Male,1993,0,judo,Colombia,783
Domingo Esguerra Plata,Male,1875,1965,diplomat,Colombia,1667
Domingo Gonzalez,Male,1947,1979,football,Colombia,3798
Donald Millan,Male,1986,0,football,Colombia,16599
Dorila Antommarchi,Female,1850,1923,poet,Colombia,1661
Doris Patino,Female,1986,0,athletic,Colombia,7956
Deiber Caicedo,Male,2000,0,football,Colombia,2429
Doyler Sanchez,Male,1989,0,sport,Colombia,889
Indalecio Lievano,Male,1917,1982,politician,Colombia,23535
Polo Carrera,Male,1945,0,football,Ecuador - Colombia,22696
Dumar Aljure,Male,1928,1968,guerrilla,Colombia,20717
Damaso Blanco,Male,1941,0,baseball,Colombia,14675
Leonardo Duque,Male,1980,0,sport,Colombia - France,33602
Victor Hugo Pena,Male,1974,0,sport,Colombia,75339
Edgar Cassiani Perez,Male,1981,0,football,Colombia,1552
Edgar Humberto Ruiz,Male,1969,0,sport,Colombia,1137
Edgar Zapata,Male,1979,0,football,Colombia,8145
Edgardo Jose Maya Villazon,Male,1951,0,lawyer,Colombia,138134
Edier Tello,Male,1990,0,football,Colombia,9012
Eduardo Barragan,Male,1951,0,boxer,Colombia,939
Eduardo Blandon,Male,1985,0,football,Colombia,13941
Eduardo Caballero Calderon,Male,1910,1993,writer,Colombia,147390
Eduardo Cote Lamus,Male,1928,1964,poet,Colombia,33423
Eduardo Grimaldi,Male,1929,2010,ecologist,Colombia,867
Eduardo Guerrero (cyclist),Male,1971,0,sport,Colombia,3576
Eduardo Lemaitre,Male,1914,1994,historian,Colombia,8551
Eduardo Pizarro Leongomez,Male,0,0,sociologist,Colombia,14210
Eduardo Restrepo Saenz,Male,1886,1955,lawyer,Colombia,2711
Eduardo Restrepo Victoria,Male,1958,0,drug traffick,Colombia,24247
Eduardo Struvay,Male,1990,0,player,Colombia,15439
Eduardo Verano de la Rosa,Male,1950,0,politician,Colombia,31087
Eduino Carbono,Male,1950,0,botanist,Colombia,2790
Edwin Cassiani,Male,1972,0,boxer,Colombia,998
Edwin Chalar,Male,1987,0,football,Colombia,3384
Edwin Mosquera,Male,1985,2017,weightlifter,Colombia,21229
Edwin Movil,Male,1986,0,football,Colombia,10724
Efe Gomez,Male,1867,1938,writer,Colombia,17382
Efraim Rico,Male,1967,0,sport,Colombia,828
Efrain Cortes,Male,1984,0,football,Colombia,43350
Efrain Forero Trivino,Male,1930,0,sport,Colombia,13100
Einer Viveros,Male,1970,0,football,Colombia,1036
Elba Soccarras,Female,1930,0,author,Colombia,1288
Elder Jose Figueroa,Male,1980,0,football,Colombia - El Salvador,3138
Eleider Alvarez,Male,1984,0,boxer,Colombia,314679
Eliecith Palacios,Female,1987,0,athletic,Colombia,4591
Eliot Halverson,Male,1990,0,skater,Colombia,4009
Elkin Blanco,Male,1989,0,football,Colombia,97393
Elkin Calle,Male,1980,0,football,Colombia,24085
Elkin Ramirez,Male,1962,2017,singer,Colombia,165918
Elkin Serna,Male,1985,0,athletic,Colombia,2865
Elkin Serrano,Male,1984,0,football,Colombia,6924
German Mera,Male,1990,0,football,Colombia,45700
Elmira Antommarchi,Female,0,0,poet,Colombia,1530
Eloy Tarazona,Male,1880,1953,militar,Colombia - Venezuela,4795
Elvis Gonzalez (footballer),Male,1982,0,football,Colombia,6621
Elvis Rivas,Male,1987,0,football,Colombia,1378
Elias M. Soto,Male,1858,1944,composer,Colombia,10246
Eliseo Arango Ramos,Male,1900,1977,lawyer,Colombia,2738
Emerson Acuna,Male,1979,0,football,Colombia,17183
Emiliano Camargo,Male,1917,0,fencer,Colombia,941
Emiliano Fruto,Male,1984,0,baseball,Colombia,10506
Sherman Cardenas,Male,1989,0,football,Colombia,331422
Endry Cardeno,Female,1976,0,actor,Colombia,196776
Alba Teresa Higueras Buitrago,Female,0,0,activist,Colombia,227
Leonora Castano Cano,Female,0,0,activist,Colombia,187
Enrique Parejo Gonzalez,Male,1930,0,politician,Colombia,73392
Enrique Romana,Male,1988,0,football,Colombia,1054
Enrique Sanz de Santamaria,Male,1974,0,secretary,Colombia - US,4254
Leonardo Mina Polo,Male,1977,0,football,Colombia,8242
Ericson Alexander Molano,Male,1979,0,singer,Colombia,13031
Erik Moreno,Male,1991,0,football,Colombia,42670
Erika Stewart,Female,1990,0,swimmer,Colombia,2152
Erika Valek,Female,1982,0,basket,Colombia,4730
Carlos Tirado Macias,Male,1879,1942,politician,Colombia,762
Carlos J. Echavarria,Male,1902,1978,engineer,Colombia,5189
Mauricio Leyva Arboleda,Male,1970,0,general,Colombia,4322
Helbert Soto,Male,1995,0,football,Colombia,339
Luis Francisco Cuellar,Male,1940,2009,politician,Colombia,18316
Alvaro Martinez Betancourt,Male,1951,0,composer,Colombia,1298
Ivan Arturo Corredor,Male,1983,0,football,Colombia,9105
Ernesto Baez,Male,1955,2019,lawyer,Colombia,82730
Ernesto Sastre,Male,1926,0,fencer,Colombia,564
Martha Ramirez Cardona,Female,1990,0,sport,Colombia,3009
Rafael Junior Martinez,Male,1989,0,football,Colombia,1396
Viviane Morales Hoyos,Female,1962,0,attorney,Colombia,224558
Roberto Rodriguez (baseball),Male,1941,2012,baseball,Colombia,7558
Carlos Andres Rodriguez Hernandez,Male,1996,0,football,Colombia,274
Ervin Gonzalez,Male,1985,0,football,Colombia,4629
Paola Lopez,Female,1989,0,model,Colombia,16259
Katherine Escobar,Female,1979,0,model,Colombia,28066
Roberto Rubiano Vargas,Male,1952,0,screenwriter,Colombia,7693
Esmeralda Arboleda Cadavid,Female,1921,1997,politician,Colombia,14060
Fanny Gonzalez Franco,Female,1934,1985,lawyer,Colombia,7876
Guillermo Valencia Salgado,Male,1927,1999,writer,Colombia,10073
Julio Mario Santo Domingo,Male,1923,2011,entrepreneur,Colombia,557357
Esteban Bayona,Male,1983,0,football,Colombia,2955
Esteban Cortazar,Male,1984,0,designer,Colombia,32990
Estefania Gomez,Female,1976,0,actor,Colombia,294594
Sebastian Martinez (actor),Male,1982,0,actor,Colombia,451064
Jorge Trujillo,Male,1967,0,preacher,Colombia,5316
Jose Leon Armero Racines,Male,1775,1816,politician,Colombia,2651
Guillermo Leon Valencia,Male,1909,1971,diplomat,Colombia,305972
Federico Volpini Siso,Male,1952,0,writer,Spain - Colombia,3895
Omar Mancilla,Male,1994,0,football,Colombia,5026
Virgilio Barco Vargas,Male,1921,1997,politician,Colombia,748100
Estefano,Male,1966,0,singer,Colombia,23644
Jercy Puello Ortiz,Male,1987,0,sport,Colombia,5433
Carlos Lleras Restrepo,Male,1908,1994,politician,Colombia,482009
Vladimir Hernandez,Male,1989,0,football,Colombia,319080
Rafael Uribe Ochoa,Male,1960,2020,actor,Colombia,6655
Alejandro Brand,Male,1950,0,football,Colombia,15892
Plinio Olano,Male,1957,0,politician,Colombia,10105
German Uribe,Male,1943,0,writer,Colombia,3433
Nicolas Ayr,Male,1982,0,football,Argentina - Colombia,20235
Roberto Lopez,Male,1968,0,music,Colombia - Canada,654
Gerardo Vallejo,Male,1976,0,football,Colombia,12353
Julian Tellez,Male,1977,0,football,Colombia,81705
Alexandra Vivas,Female,1983,0,sport,Colombia,3310
Manuel Gaona Cruz,Male,1941,1985,lawyer,Colombia,14144
Gustavo Lopez Bustamante,Male,1990,0,football,Colombia,931
Jaime Araujo Renteria,Male,1956,0,lawyer,Colombia,17934
Carlos Serrato,Male,1964,0,actor,Colombia,34968
Natalia Paris,Female,1975,0,model,Colombia,331269
Fernando Londono,Male,1944,0,lawyer,Colombia,102947
Enrique Correa Aguirre,Male,1992,0,football,Colombia,1234
Humberto Marquinez,Male,1987,0,football,Colombia,1024
Pablo Carcelen,Male,1708,0,marquess,Colombia,856
Laura Abril,Female,1990,0,sport,Colombia,5253
Evaristo Porras Ardila,Male,1948,2010,drug traffick,Colombia,43391
Evaristo Marquez,Male,1939,2013,actor,Colombia,22279
Evaristo Sourdis Juliao,Male,1905,1970,diplomat,Colombia,10722
Evelio Rosero,Male,1958,0,writer,Colombia,103137
Ever Salas,Male,1983,0,football,Colombia,1155
Oreste Sindici,Male,1828,1905,opera,Italy - Colombia,93958
Juan Lozano Ramirez,Male,1964,0,lawyer,Colombia,44325
Luis Ochoa,Male,1966,0,sport,Colombia,130
Ezequiel Palomeque,Male,1992,0,football,Colombia,26216
Cesar Lorduy,Male,1956,0,politician,Colombia,1053
Frio (musician),Male,1980,0,singer,Colombia,3951
Fabian Sanchez,Male,0,0,dancer,Colombia - US,15171
Fabio Espinosa,Male,1948,0,football,Colombia,1758
Fabio Jaramillo,Male,1967,0,sport,Colombia,953
Fabio Ochoa Restrepo,Male,1924,2002,breeder,Colombia,206181
Fabio Valencia Cossio,Male,1948,0,diplomat,Colombia,39001
Fabian Cuellar,Male,1985,0,football,Colombia,4507
Fabricio Guevara,Male,1989,0,football,Ecuador - Colombia,2027
Faider Burbano,Male,1992,0,football,Colombia,23853
Carlos Congote,Male,1964,0,actor,Colombia,6250
Fanny Buitrago,Female,1943,0,writer,Colombia,23416
Farid Diaz,Male,1983,0,football,Colombia,272841
Fatiniza,Female,0,0,singer,Colombia,3406
Faustino Rayo,Male,0,1875,killed,Colombia - Ecuador,7341
Juan Uran,Male,1983,0,diver,Colombia,5447
Federico Carlos Lehmann,Male,1914,1974,ornithologist,Colombia,2456
Federico Gonzalez Suarez,Male,1844,1917,historian,Ecuador - Colombia,76387
Federico Munoz,Male,1963,0,sport,Colombia,3017
Federico Renjifo Velez,Male,1953,0,diplomat,Colombia,10320
Felix Restrepo Mejia,Male,1887,1965,priest,Colombia,2710
Feliza Bursztyn,Female,1933,1982,sculptor,Colombia,16164
Fernando Botero Zea,Male,1956,0,politician,Colombia - Mexico,162050
Fernando Cepeda Ulloa,Male,1938,0,diplomat,Colombia,11705
Fernando Cardenas,Male,1988,0,football,Colombia,12452
Fernando Denis,Male,1968,0,novelist,Colombia,8082
Fernando Gonzalez Pacheco,Male,1932,2014,presenter,Colombia,98153
Fernando Gomez Agudelo,Male,1931,1993,lawyer,Colombia,7767
Fernando Jacome,Male,1980,0,swimmer,Colombia,11457
Fernando Londono y Londono,Male,1910,1994,lawyer,Colombia,4109
Fernando Monroy,Male,1980,0,football,Colombia,3427
Fernando Panesso Serna,Male,1951,0,politician,Colombia,5814
Fernando Ponce de Leon,Male,1917,1998,writer,Colombia,3742
Fernando Retayud,Male,1969,0,boxer,Colombia,761
Fernando Tapias Stahelin,Male,1943,2015,deputy,Colombia,5553
Fidel Cano Correa,Male,1965,0,journalist,Colombia,46168
Fidel Castano,Male,1951,1994,drug traffick,Colombia,1048555
Fidel Munoz,Male,1988,0,boxer,Colombia,5784
Jhonatan Perez,Male,1989,0,football,Colombia,5568
Flavio Cordoba,Male,1984,0,football,Colombia,6584
Flor Ruiz,Female,1991,0,athletic,Colombia,5619
Flor Velazquez,Female,1984,0,judo,Venezuela - Colombia,1183
Fabio Suescun Mutis,Male,1942,0,priest,Colombia,7608
Cecilia Baena,Female,1986,0,skater,Colombia,88054
Luis Carlos Restrepo Ramirez,Male,1954,0,psychiatrist,Colombia,34604
Yhonny Ramirez,Male,1983,0,football,Colombia,27565
Paul Bromberg,Male,0,0,politician,Colombia,17207
Ever Astudillo,Male,1948,2015,painter,Colombia,2801
Pilar Schmitt,Female,1974,0,model,Colombia,36902
Alfonso Villegas,Male,1884,1945,journalist,Colombia,5183
Ivan Vargas,Male,1987,0,football,Colombia,4844
Pablo Garcia Medina,Male,1858,1935,physician,Colombia,3163
Eustaquio Palacios,Male,1830,1898,politician,Colombia,37926
Pirry,Male,1970,0,journalist,Colombia,86975
Carlos de Narvaez,Male,0,0,business,Colombia,9399
Yamilson Rivera,Male,1989,0,football,Colombia,58610
Jaime Alvarez Gutierrez,Male,1923,2018,writer,Colombia,368
Jose Antonio Torres Solis,Male,1939,2018,music,Colombia,398
Carlos Gomez Botero,Male,1919,2009,writer,Colombia,1581
Francisco Jose Jattin Safar,Male,1938,2009,politician,Colombia,1619
Francisco Jose Lloreda Mera,Male,1965,0,diplomat,Colombia,2191
Francisco Jose Urrutia Holguin,Male,1910,1981,lawyer,Colombia - Ecuador,3161
Francisco Najera,Male,1983,0,football,Colombia,59335
Francisco Osorio,Male,1975,0,boxer,Colombia,2110
Francisco Pereira Martinez,Male,1789,1863,lawyer,Colombia,13434
Dario Samper,Male,1909,1984,poet,Colombia,1437
Francisco Villarreal,Male,0,0,music,Colombia,3010
Antonio Ibanez (Colombia),Male,1933,2010,journalist,Colombia,1687
Francisco de Paula Urrutia Ordonez,Male,1827,1893,politician,Colombia,1012
Evelio Moncada,Male,1925,1967,composer,Colombia,1428
Prospero Morales Pradilla,Male,1920,1990,writer,Colombia,1637
Lisinia Collazos,Female,0,0,activist,Colombia,72
Luis Becerra,Male,1992,0,football,Colombia,2644
Mario Jursich,Male,1964,0,journalist,Colombia,5678
Jose Ignacio Olave,Male,1920,2014,composer,Colombia,159
Ambrosio Pisco,Male,1737,1785,cacique,Grenada - Colombia,2598
Ricardo Perez,Male,1973,0,football,Colombia,61831
Francisco Mosquera,Male,1941,1994,politician,Colombia,9748
Heisen Izquierdo,Male,1995,0,football,Colombia,4371
Wilmer Cabrera Jr.,Male,2000,0,football,Colombia,1222
Blanca Isaza de Jaramillo Meza,Female,1898,1967,poet,Colombia,2612
Frank Forward,Male,1902,1972,inventor,Canada - Colombia,1418
Luis Fernando Sandoval,Male,1999,0,football,Colombia,2392
Felipe Carcelen,Male,1756,1823,marquess,Colombia,3709
Dahwling Leudo,Male,1989,0,football,Colombia,22483
Carmenza Delgado,Female,1972,0,weightlifter,Colombia,4781
Luis Garavito,Male,1957,0,killer,Colombia,2818631
Ricardo Calle,Male,1980,0,football,Colombia,7910
Anibal Velasquez Hurtado,Male,1936,0,singer,Colombia,42257
Leonardo Castro,Male,1989,0,football,Colombia,117480
Franklin Corozo,Male,1981,0,football,Ecuador - Colombia,2736
Leiyineth Medrano,Female,1994,0,gymnast,Venezuela - Colombia,1422
Luis Guillermo Rivera,Male,1975,0,football,Colombia,8374
Einer Rubio,Male,1998,0,sport,Colombia,951
Violeta Cruz,Female,1986,0,composer,Colombia,74
Eugenio Prieto Soto,Male,1962,0,politician,Colombia,14475
David Cortes Armero,Male,1992,0,football,Colombia,10047
Freddy Hurtado,Male,1976,0,football,Colombia,7863
Freddy Moncada,Male,1973,0,sport,Colombia,970
Freddy Padilla de Leon,Male,1948,0,representative,Colombia,24900
Fredy Hernandez,Male,1978,0,athletic,Colombia,1765
Fredy Marquinez,Male,1988,0,football,Colombia,3566
Fredy Serrano,Male,1979,0,wrestler,Colombia,53853
Frey Ramos,Male,1989,0,football,Colombia,918
Mercedes Chaves Jaime,Female,1956,2005,education,Colombia,13465
Fuad Reveiz,Male,1963,0,football,Colombia,39663
Fuad Char,Male,1937,0,politician,Colombia,140987
Jose Ricardo Casorla,Male,1836,1880,politician,Colombia,83
Vicente Olarte Galindo,Male,0,1868,politician,Colombia,61
Julio Carrizosa Mutis,Male,0,0,business,Colombia,727
Jhonny Renteria,Male,1997,0,athletic,Colombia,210
Jose Lemos,Male,1991,0,athletic,Colombia,97
Miguel Antonio Gomez Padilla,Male,1937,0,general,Colombia,1544
Felix de Bedout,Male,1964,0,journalist,Colombia,60519
Ivan Dario Gonzalez,Male,1987,0,sport,Colombia,220
Diego Valoyes,Male,1996,0,football,Colombia,6426
Gabriel Antero,Male,1982,0,football,Colombia,1042
Gabriel Blando,Male,1925,0,fencer,Colombia,832
Gabriel Forero Sanmiguel,Male,0,0,journalist,Colombia,841
Gabriel Rodriguez (canoeist),Male,1979,0,canoe,Venezuela - Colombia,692
Gabriel Silva Lujan,Male,1957,0,politician,Colombia,27252
Juan Fernando Sanchez (actor),Male,1979,0,actor,Colombia,5419
Ximena Rodriguez,Female,1976,0,player,Colombia,178
Eliana Chavez,Female,1997,0,sport,Colombia,194
Jaime Cortes,Male,1964,0,player,Colombia,207
Diego Camargo,Male,1975,0,presenter,Colombia,3577
Gary Forero,Male,1979,0,actor,Colombia,11850
Patricia Linares,Female,1956,0,philosopher,Colombia,2954
Gustavo Angarita Jr.,Male,1972,0,actor,Colombia,4242
Gentil Montana,Male,1942,2011,composer,Colombia,11708
Juan Esteban Guerrero,Male,1999,0,sport,Colombia,60
Maria Auxilio Velez,Female,1971,0,impersonator,Colombia,4742
Juan Sebastian Rozo,Male,1984,0,lawyer,Colombia,1545
Isaac Nessim,Male,0,0,presenter,Colombia,2910
Sonia Duran Smela,Female,1954,0,diplomat,Colombia,54
Pedro Mogollon,Male,0,0,actor,Colombia,1079
Ismael Barrios,Male,1964,0,actor,Colombia,1540
Andy Lassner,Male,1966,0,producer,Colombia - US,53104
Paulo Castro,Male,1974,0,artist,Colombia - Venezuela,190
Manuel Busquets,Male,1945,2019,actor,Colombia,2142
Fabiana Medina,Female,1970,0,actor,Colombia,2071
Rafael Bohorquez,Male,1945,0,actor,Colombia,1147
Ali Humar,Male,0,2021,actor,Colombia,3581
Maria Jose Velez,Female,1995,0,skier,Colombia,20
Eduardo Escobar (escritor),Male,1943,0,writer,Colombia,4271
Gustavo Avila,Male,1938,0,jockey,Colombia,12552
Henry Javier Hernandez,Male,1982,0,football,Colombia,14675
Juan Jose Flores,Male,1800,1864,militar,Spain - Colombia,756217
Miguel Matus Caile,Male,1928,2001,writer,Colombia,3053
Guillermo Gaviria Correa,Male,1962,2003,politician,Colombia,44074
Myriam de Lourdes,Female,1958,0,actor,Colombia,45270
Gerardo Molina,Male,1906,1991,politician,Colombia,16718
Vanessa Galvis,Female,1992,0,actor,Colombia,7775
German Londono,Male,0,0,painter,Colombia,896
Ivan Rivas,Male,1988,0,football,Colombia,17994
Ricardo Silva Romero,Male,1975,0,writer,Colombia,24474
Oswaldo Guayasamin,Male,1919,1999,painter,Ecuador - Colombia,889800
Bernardo Uribe,Male,1975,0,mathematician,Colombia,204
German Cardona Gutierrez,Male,1956,0,politician,Colombia,19085
German Castro Caycedo,Male,1940,2021,journalist,Colombia,124680
German Garcia Duran,Male,0,0,engineer,Colombia,1336
German Gonzalez,Male,1962,0,baseball,Colombia,3028
German Martinez (swimmer),Male,1979,0,swimmer,Colombia,2420
German Ospina,Male,1972,0,sport,Colombia,1809
German Zea Hernandez,Male,1905,1989,diplomat,Colombia,7803
Cristian Restrepo,Male,1988,0,football,Colombia,15300
Inocencio Chinca,Male,1798,1819,independence,Colombia,32452
Soledad Roman de Nunez,Female,1835,1924,wife of,Colombia,12471
Aldair Murillo,Male,1990,0,football,Colombia,978
Yobani Ricardo,Male,1990,0,football,Colombia,2754
Nataly Arias,Female,1986,0,football,Colombia - US,16016
Weimar Olivares,Male,1976,0,football,Colombia,2077
Lorenzo Alcantuz,Male,1741,1782,revolutionary,Colombia,9802
Rafaela Herrera,Female,1742,1805,independence,Spain - Colombia,115036
Jose Manuel Ospina,Male,0,0,actor,Colombia,1707
Nelson Polania,Male,1972,0,actor,Colombia,4355
Paul Velez,Male,1971,0,football,Ecuador - Colombia,8733
Jose Luis Aramburo,Male,1913,1994,politician,Colombia,1410
Jorge Ali Triana,Male,1942,0,actor,Colombia,27753
Pablo Tobon Uribe,Male,1882,1954,business,Colombia,13228
Gilberto Echeverri Mejia,Male,1936,2003,politician,Colombia,19204
Gilberto Molina,Male,1937,1989,drug traffick,Colombia,182537
Gilberto Vieira,Male,1911,2000,politician,Colombia,8096
Juan Sebastian Calero,Male,1982,0,actor,Colombia,15977
Dago Garcia,Male,1962,0,screenwriter,Colombia,59314
Gina Parody,Female,1973,0,politician,Colombia,248763
Alvaro Garcia Jimenez,Male,1963,0,philosopher,Colombia,1970
Arturo Almanza,Male,1979,0,film,Colombia,119
Carlos Andres Mosquera Perea,Male,1991,0,football,Colombia,2606
Gladys Mora,Female,1980,0,athletic,Colombia,2363
Augusto Ibanez Guzman,Male,1958,2018,lawyer,Colombia,2213
Yerson Gutierrez,Male,1994,0,football,Colombia,612
Juan Pablo Uribe,Male,1965,0,surgeon,Colombia,7347
Ramses Ramos,Male,0,0,actor,Colombia,2615
Tatiana Renteria,Female,0,0,actor,Colombia,3521
Nestor Alfonso Rojas,Male,0,0,actor,Colombia,1266
Gloria Florez,Female,0,0,activist,Colombia,2178
Luis Fernando Mejia,Male,1978,0,economist,Colombia,1356
Debray Blanco,Male,1993,0,football,Colombia,2183
Maruja Vieira,Female,1922,0,author,Colombia,6862
Mabel Lara,Female,1980,0,journalist,Colombia,90018
Luis Mesa,Male,1968,0,actor,Colombia,268174
Maria Emilia Kamper,Female,0,0,actor,Colombia,585
Guillermo Botero,Male,1948,0,politician,Colombia,15074
Luis Alberto Caicedo,Male,1996,0,football,Colombia,713
Alejandro Carlos Chacon,Male,1973,0,politician,Colombia,3129
Bryan Alberto Rebellon,Male,1992,0,football,Colombia,1774
Karol Gonzalez,Female,1989,0,player,Colombia,50
Roberto Gerlein Echeverria,Male,1938,2021,politician,Colombia,66478
Gloria Maria Borrero,Female,1956,0,lawyer,Colombia,5215
Andres Valencia Pinzon,Male,1966,0,economist,Colombia,4566
Maria Fernanda Suarez,Female,1974,0,politician,Colombia,4991
Jose Manuel Restrepo Abondano,Male,0,0,economist,Colombia,6384
Maria Victoria Angulo,Female,1980,0,politician,Colombia,25492
Ricardo Lozano Picon,Male,1968,0,politician,Colombia,4751
Jonathan Malagon,Male,1984,0,economist,Colombia,9313
Carmen Vasquez,Female,1963,0,politician,Colombia,3664
Angela Maria Orozco,Female,1965,0,lawyer,Colombia,7135
Luisa Vides (actriz),Female,1989,0,actor,Colombia,210
Alberto Aguirre,Male,1926,2012,journalist,Colombia,803
Manuel Amador Guerrero,Male,1833,1909,politician,Colombia - Panama,217875
Jorge Emilio Salazar,Male,1953,1992,actor,Colombia,2221
Hector Garcia Cortes,Male,1967,0,actor,Colombia,247
Enrique Grau,Male,1920,2004,sculptor,Colombia,76482
Cesar Augusto Londono,Male,1959,0,presenter,Colombia,6909
Herbert King (actor),Male,1963,2018,actor,Colombia,96974
Javier Orobio,Male,1996,0,football,Colombia,960
Mariano Ospina Perez,Male,1891,1976,politician,Colombia,330851
Graciano Fonseca,Male,1974,0,sport,Colombia,775
Manuel Torres (diplomat),Male,1764,1822,diplomat,Colombia - Spain,4665
Jorge Arturo Perez,Male,0,0,actor,Colombia,996
Aydee Lizarazo Cubillos,Female,1965,0,politician,Colombia,263
Carlos Sepulveda Morelo,Male,1997,0,football,Colombia,202
Jose Ritter Lopez,Male,1958,0,politician,Colombia,179
Juan Daniel Silgado,Male,1998,0,football,Colombia,280
Hernan Rincon,Male,0,0,business,Colombia,166
Ana Karina Soto,Female,1980,0,actor,Colombia,4876
Daiver Vega,Male,1996,0,football,Colombia,1123
Laura Osorio,Female,1995,0,model,Colombia,5176
Adriana Vera,Female,0,0,actor,Colombia,2340
Felipe Noguera,Male,0,0,actor,Colombia,2233
Jorge Monterrosa,Male,0,0,actor,Colombia,2167
Maria Cecilia Sanchez,Female,0,0,actor,Colombia,2463
Lina Luna,Female,1984,0,actor,Colombia,2127
Guillermo Paris Sanz de Santamaria,Male,1820,1867,business,Colombia,2091
Guillermo Torres Barrera,Male,1930,1988,lawyer,Colombia,1414
Guilloume,Male,1957,0,painter,Colombia - US,3389
Guilloume Perez Zapata,Male,1957,0,sculptor,US - Colombia,874
Cristian Zuniga,Male,1992,0,football,Colombia,283
Damaso Pichon,Male,1990,0,football,Colombia,166
David Uribe,Male,1993,0,football,Colombia,198
Gerardo Negrete,Male,1992,0,football,Colombia,128
Luis Angel Salazar,Male,1994,0,football,Colombia,556
Eliecer Espinosa,Male,1996,0,football,Colombia,68
Gus Polidor,Male,1961,1995,baseball,Colombia,19452
Gustavo Adolfo Carvajal Sinisterra,Male,1961,0,diplomat,Colombia,4178
Gustavo Balcazar Monzon,Male,1927,0,diplomat,Colombia,9270
Gustavo Bell,Male,1957,0,ambassador,Colombia,31993
Gustavo Davila,Male,1985,2014,football,Colombia,4098
Gustavo J. Vollmer,Male,1923,2014,business,Venezuela - Colombia,7832
Gustavo Lozano Contreras,Male,1938,2000,botanist,Colombia,2808
