nombre,genero,anio_nacimiento,anio_muerte,ocupacion,ciudadania,numero_lectores
Rafael Castillo (botanico),Male,1963,1996,botanist,Colombia,393
Rafael Chaparro Madiedo,Male,1963,1995,writer,Colombia,74119
Rafael Enrique Navarro,Male,1989,0,football,Colombia,2401
R. H. Moreno Duran,Male,1945,2005,playwright,Colombia,30117
Rafael Julian Paris Rubio,Male,1840,1919,politician,Colombia,644
Rafael Maria Carrasquilla,Male,1857,1930,religious,Colombia,3454
Rafael Maya,Male,1897,1980,poet,Colombia,33496
Rafael Marquez Garcia,Male,1986,0,football,Colombia,1279
Rafael Navas Pardo,Male,1908,1990,politician,Colombia,11114
Rafael del Castillo,Male,1962,0,writer,Colombia,4006
Raimundo Emiliani Roman,Male,1914,2005,lawyer,Colombia,29712
Ramiro Bejarano,Male,0,0,lawyer,Colombia,19619
Ramiro Sanchez,Male,1983,0,football,Colombia,29811
Ramona Alvaran,Female,0,1813,revolutionary,Colombia,1527
Ramon Barba Guichard,Male,1892,1964,sculptor,Spain - Colombia,3854
Ramon Cote,Male,1963,0,poet,Colombia,4832
Ramon Gomez Portillo,Male,1874,1948,journalist,Colombia - United Kingdom,2105
Ramon Illan Bacca,Male,1938,2021,lawyer,Colombia,5869
Ramon Santodomingo Vila,Male,0,1908,politician,Colombia,1522
Ramon Torres Mendez,Male,1809,1885,painter,Colombia,19796
Ivan Leonidas Name Vasquez,Male,1957,0,politician,Colombia,10402
Ivan Trujillo,Male,1982,0,football,Colombia,7617
Ivan Velasquez,Male,1976,0,football,Colombia,20171
Raquel Ercole,Female,1940,2021,actor,Colombia,44005
Raul Santi,Male,1958,0,singer,Colombia,77987
Ray Vanegas,Male,1993,0,football,Colombia,16636
Raul Asprilla,Male,1990,0,football,Colombia,2280
Raul Benoit,Male,1960,0,journalist,Colombia,3571
Raul Cuesta,Male,1988,0,football,Colombia,1394
Raul Florez,Male,0,0,politician,Colombia,2186
Raul Gomez Jattin,Male,1945,1997,poet,Colombia,68067
Raul Perez Tovar,Male,1958,0,sport,Venezuela - Colombia,8201
Raul Rosero Polo,Male,1948,0,composer,Colombia,7627
Raul Salas,Male,1971,0,football,Colombia - Mexico,1076
Reginaldo Montes,Male,1966,0,politician,Colombia,1616
Jesus Emilio Ramirez,Male,1904,1981,physicist,Colombia,1648
Rene Rosero,Male,1984,0,football,Colombia,3989
Rene Segura,Male,1977,0,writer,Colombia,9798
Ricardo Arango,Male,1839,1898,politician,Colombia - Panama,1332
Ricardo Arias Mora,Male,1958,0,engineer,Colombia,20865
Ricardo Cano Gaviria,Male,1946,0,writer,Colombia,3786
Ricardo Gomez Campuzano,Male,1891,1981,painter,Colombia,15151
Ricardo Lleras Codazzi,Male,1869,1941,geographer,Colombia,4744
Ricardo Medina Moyano,Male,1930,1985,lawyer,Colombia,3628
Ricardo Orrego,Male,1975,0,presenter,Colombia,21566
Ricardo Santana,Male,1992,0,football,Colombia,2486
Ricardo Uribe Escobar,Male,1892,1968,lawyer,Colombia,2734
Ricardo Velez,Male,1963,0,actor,Colombia,194341
Richard Aguilar,Male,1981,0,lawyer,Colombia,5855
Richard Salcedo,Male,1967,0,composer,Colombia,6943
Robert Jimenez,Male,1991,0,football,Colombia,872
Roberto Cano (actor),Male,1973,0,painter,Colombia,87696
Roberto de Jesus Escobar Gaviria,Male,1947,0,brother,Colombia,1541846
Roberto Fiorilli,Male,1944,0,music,Colombia,2429
Roberto Garcia-Pena,Male,1910,1993,lawyer,Colombia,5292
Roberto Mac-Douall,Male,1850,1921,poet,Colombia,4828
Roberto Mosquera Zuniga,Male,1976,0,football,Colombia,1024
Roberto Penaloza,Male,1979,0,football,Colombia,4184
Roberto Pizano,Male,1896,1929,painter,Colombia,7345
Roberto Posada Garcia-Pena,Male,1954,2009,journalist,Colombia,4641
Roberto Urbina,Male,1983,0,actor,Colombia,251299
Roberto Valarezo,Male,1991,0,football,Ecuador - Colombia,1342
Robinson Aponza,Male,1989,0,football,Colombia,68716
Robinson Quintero,Male,1959,0,writer,Colombia - Venezuela,2397
Rocio Restrepo,Female,1987,0,bowler,Colombia,11174
Rodolfo Aicardi,Male,1946,2007,singer,Colombia,378822
Rodrigo Candamil,Male,1976,0,actor,Colombia,153859
Rodrigo Correa Palacio,Male,1923,1996,journalist,Colombia,2328
Rodrigo Escobar,Male,1935,2009,botanist,Colombia,3812
Rodrigo Guerrero,Male,1938,0,physician,Colombia,22501
Rodrigo Lara Restrepo,Male,1975,0,lawyer,Colombia,142890
Rodrigo Mercado Pelufo,Male,1965,0,militar,Colombia,23153
Rodrigo Parra Sandoval,Male,1938,0,sociologist,Colombia,7839
Rodrigo Sandoval Cardenas,Male,1989,0,artist,Colombia,657
Rodrigo Uprimny,Male,1959,0,lawyer,Colombia,34212
Rodrigo Villalba Mosquera,Male,1951,0,lawyer,Colombia,10569
Rogelio Arturo Castro Garcia,Male,1976,0,composer,Colombia,2035
Rogelio Echavarria,Male,1926,2017,poet,Colombia,11867
Rolando Ramirez,Male,1978,0,football,Colombia,4996
Rolando Tarajano,Male,1963,0,actor,Colombia - Cuba,39875
Jack Carlton Reed,Male,1930,2009,drug traffick,Colombia,22128
Romulo Caicedo,Male,1929,2007,singer,Colombia,16378
Roman Gomez Gomez,Male,1879,1951,politician,Colombia,65
Ronald Alegrias,Male,1979,0,football,Colombia,847
Rosa Maria Corcho,Female,1973,0,journalist,Colombia,8787
Rosa Zarate,Female,1763,1813,activist,Ecuador - Colombia,22301
Rosanna Lignarolo,Male,1961,0,artist,Colombia,4765
Rosario Romero Ibarra,Female,1977,0,politician,Colombia,9659
Rosemary Bohorquez,Female,1966,0,model,Colombia,77328
Jack Guzman,Male,1978,0,actor,Colombia,64255
Roy Barreras,Male,1963,0,politician,Colombia,77156
Royne Chavez,Male,1960,2014,police,Colombia,71845
Ruben Ardila,Male,1942,0,psychologist,Colombia,43381
Ruben Dario Bedoya,Male,1963,0,football,Colombia,4966
Ruben Dario Quintero,Male,1957,0,lawyer,Colombia,4600
Ruben Dario Salcedo,Male,1946,0,author,Colombia,7752
Ruben Morales Buendia,Male,1930,0,poet,Colombia,654
Ruben Piedrahita,Male,1911,1979,politician,Colombia,2500
Ruben Pitre,Male,1991,0,football,Colombia,327
Ruben Varona,Male,1980,0,novelist,Colombia,2623
Ruperto Ferreira,Male,1845,1912,politician,Colombia,2668
Ruth Stella Correa Palacio,Female,1959,0,politician,Colombia,6639
Ruven Afanador,Male,1959,0,photographer,Colombia - US,25910
Oswaldo Henriquez,Male,1989,0,football,Colombia,84484
Robinson Alexander Devia,Male,1973,0,politician,Colombia,3146
Robinson Diaz,Male,1966,0,actor,Colombia,344748
Jackelina Heredia,Female,1988,0,weightlifter,Colombia,1000
Jackie Gutierrez,Male,1960,0,baseball,Colombia,8673
Jackson Melian,Male,1980,0,baseball,Venezuela - Colombia,15791
Salomon Kalmanovitz,Male,1943,0,economist,Colombia,15963
Salvo Ruiz,Male,1878,1961,music,Colombia,3865
Samuel Arrieta,Male,1964,0,politician,Colombia - Brazil,27500
Samuel Vasquez,Male,1949,0,curator,Colombia,1630
Sandra Hernandez,Female,1983,0,actor,Colombia,45062
Sandra Morelli,Female,1965,0,lawyer,Colombia,14324
Sandra Obando,Female,1974,0,botanist,Colombia,649
Sandra Paola Hurtado,Female,1979,0,politician,Colombia,9662
Sandra Reyes,Female,1975,0,actor,Colombia,203303
Sandra Suarez,Female,0,0,politician,Colombia,4885
Sandra Vergara,Female,1984,0,actor,Peru - Colombia,391728
Sandro Zuluaga,Male,1978,0,football,Colombia,1495
Jacqueline Nova,Female,1935,1975,composer,Colombia,8743
Santiago Alarcon,Male,1979,0,actor,Colombia,238861
Santiago Carabali,Male,1998,0,football,Colombia,1316
Santiago Cardona,Male,1989,0,football,Colombia,1524
Santiago Cepeda,Male,1986,0,writer,Colombia,5817
Santiago Cruz,Male,1976,0,composer,Colombia,185097
Santiago Grillo,Male,1987,0,sport,Colombia,4027
Santiago Morales,Male,1979,0,football,Ecuador - Colombia,6093
Santiago Moure,Male,1968,0,actor,Colombia,94984
Santiago Mutis,Male,1951,0,writer,Colombia,3902
Santiago Rodas,Male,1990,0,football,Colombia,3810
Santiago Silvera,Male,1979,0,football,Colombia,1595
Sara Sotillo,Female,1900,1961,trade union,Panama - Colombia,12334
Sebastian Ospina,Male,1993,0,football,Colombia,4854
Sebastian Pineda Buitrago,Male,1982,2007,writer,Colombia,2857
Sebastian Puerta,Male,1986,0,football,Colombia,2391
Sebastian Yepes,Male,1970,0,singer,Colombia,51257
Jaime Bateman Cayon,Male,1940,1983,politician,Colombia,238425
Jaime Castro Castro,Male,1938,0,lawyer,Colombia,58284
Jaime Cordoba,Male,1988,0,football,Colombia,23390
Jaime Duque,Male,1931,0,fencer,Colombia,920
Jaime Gilinski Bacal,Male,1957,0,bank,Colombia,115784
Jaime Manrique,Male,1949,0,writer,Colombia,9841
Raul Delgado,Male,1958,0,politician,Colombia,5312
Jaime Prieto Mendez,Male,1954,0,activist,Colombia,1773
Jaime Silva Gomez,Male,1935,2003,football,Colombia,6843
Yair Arrechea,Male,1980,0,football,Colombia,13020
Jairo Cossio,Male,1970,0,sport,Colombia,947
Jairo Clopatofsky,Male,1961,0,politician,Colombia,27229
Jairo Penaranda,Male,1958,0,football,Colombia,7829
Jairo Velasco Sr.,Male,1947,0,player,Colombia,4532
Sergio Camargo,Male,1832,1907,diplomat,Colombia,9389
Sergio Naranjo,Male,1944,0,politician,Colombia,5968
Sergio Guzman,Male,1970,0,football,Colombia,13006
Sergio Ocampo Madrid,Male,1963,0,journalist,Colombia,7031
Sergio Otalvaro,Male,1986,0,football,Colombia,59632
Sergio Restrepo Jaramillo,Male,1940,1989,priest,Colombia,1707
Sergio Trujillo Magnenat,Male,1911,1999,painter,Colombia,13122
Shirley Gomez,Female,1978,0,model,Colombia,58047
Siad Char,Female,1985,0,model,Colombia,49422
Jamell Orlando Ramos,Male,1981,0,football,Colombia,13494
Jamison Olave,Male,1979,0,football,Colombia,27345
Silvia Angulo,Female,1983,0,player,Colombia,1502
Silvia Gette Ponce,Female,1951,0,lawyer,Colombia - Argentina,41373
Silvia Natalia Nino,Female,1982,0,sport,Colombia,1805
Simon Char,Male,1972,0,composer,Colombia,2791
Simon Gonzalez Restrepo,Male,1931,2003,writer,Colombia,6320
Sinforoso Mutis Consuegra,Male,1773,1822,botanist,Colombia - Mexico,12008
Sofia Castro,Female,1996,0,actor,Mexico - Colombia,717148
Sofia Ospina de Navarro,Female,1892,1974,writer,Colombia,6303
Sofia Alvarez (actress born 1913),Female,1913,1985,actor,Colombia,67429
Solon Wilches,Male,1835,1893,politician,Colombia,4711
Armando Carrillo,Male,1985,0,football,Colombia,20298
Stefany Castano,Female,1994,0,football,Colombia,6999
Stephen Barrientos,Male,1990,0,football,Colombia,5009
Susana Rojas,Female,1985,0,actor,Colombia,75584
Sylvia Corzo Roman,Female,1960,0,politician,Colombia,880
Victor Moreno,Male,1979,0,baseball,Colombia,13250
Tardelis Pena,Male,1988,0,football,Colombia,5586
Tartarin Moreira,Male,1898,1954,music,Colombia,7358
Teresa Cuellar,Female,1935,0,painter,Colombia,1647
Teresita Gomez,Female,1943,0,pianist,Colombia,17702
Teofilo Rojas Varon,Male,1930,1963,criminal,Colombia,20092
James Towers English,Male,1782,1819,commander,Ireland - Colombia,8606
Tiberio de Jesus Salazar y Herrera,Male,1871,1942,religious,Colombia,4087
Tito Lombana,Male,1932,1998,sculptor,Colombia,6574
Tito Puccetti,Male,1970,0,presenter,Colombia,41994
Tomas Suri Salcedo,Male,1865,1929,politician,Colombia,3970
Tommy Tobar,Male,1986,0,football,Colombia,12285
Tomas Arrieta,Male,1912,1946,baseball,Colombia,7513
Tomas Rueda Vargas,Male,1879,1943,writer,Colombia,5931
Anibal Munoz Duque,Male,1908,1987,cardinal,Colombia,12341
Tulio Tascon,Male,1888,1954,lawyer,Colombia,5286
Tulio Ospina,Male,1857,1921,historian,Colombia,9835
Tulio Varon,Male,1860,1901,militar,Colombia,4689
Ubeimar Delgado,Male,1952,0,politician,Colombia,21370
Sergio Fajardo,Male,1956,0,politician,Colombia,838554
Valentina Acosta,Female,1982,0,television,Colombia,266493
Valentina Lizcano,Female,1984,0,actor,Colombia,130846
Valeria Santa,Female,1987,0,actor,Colombia,2125
Varcan Sterling,Male,1988,0,football,Colombia,4017
Vargasvil,Male,1962,0,actor,Colombia,35848
Vedanta Advaita Sesha,Male,1960,0,writer,Colombia,10960
Jarlis Mosquera,Male,1983,0,wrestler,Colombia,990
Venus Albeiro Silva,Male,1963,0,politician,Colombia,7654
Jarol Herrera,Male,1984,0,football,Colombia,3796
Vicente Azuero,Male,1787,1844,politician,Colombia,11075
Vicente Garcia Cordoba,Male,0,0,governor,Colombia,468
Vicente Nasi,Male,1906,1992,architect,Colombia,3271
Vicente Torrijos,Male,1962,0,politician,Colombia,8397
Vicky (cantante),Female,1947,2017,singer,Colombia,106437
Vicky Rueda,Female,1973,0,actor,Colombia,19051
Victoria E. Barney,Female,1970,0,botanist,Colombia,458
Victor Hugo Cabrera,Male,1968,0,actor,Colombia,82338
Virgilio Olano,Male,1945,2006,writer,Colombia,3067
Virginia Gutierrez de Pineda,Female,1921,1999,anthropologist,Colombia,97989
Viviana Pulido,Female,1990,0,actor,Colombia,90204
Vladimiro Naranjo,Male,1943,2004,lawyer,Colombia,10951
Javier Araujo,Male,1984,0,football,Colombia,15567
Victor Castillo,Male,1987,0,football,Colombia,8941
Javier Castilla,Male,1981,0,player,Colombia,1089
Victor G. Ricardo,Male,1959,0,diplomat,Colombia,7497
Victor Giraldo,Male,1985,0,football,Colombia,22646
Victor Hugo Soto,Male,1989,0,football,Colombia,3449
Victor Isidro Ramirez,Male,1976,0,governor,Colombia,1668
Victor Julio Merchan,Male,1909,1980,politician,Colombia,918
Victor Laignelet Sourdis,Male,1955,0,painter,Colombia,3005
Victor Luna,Male,1959,0,football,Colombia,12003
Victor Manuel Zapata,Male,1985,0,football,Colombia,11232
Javier Suarez (cyclist),Male,1943,0,sport,Colombia,5101
Victor Uribe,Male,1988,0,football,Colombia,2142
Javier Zapata,Male,1973,0,sport,Colombia,3782
Walter Aristizabal,Male,1966,0,football,Colombia,10262
Walter Franco,Male,1986,0,football,Colombia,1400
Wanerge Delgado,Male,1989,0,football,Colombia,2999
Weimar Gonzalez,Male,1990,0,football,Colombia,444
Jay Ramirez,Male,1985,0,skater,Colombia,2509
Wilder Guisao,Male,1991,0,football,Colombia,143914
Wilder Mosquera,Male,1985,0,football,Colombia,9091
William Arboleda,Male,1990,0,football,Colombia,40785
William Montes,Male,1958,0,politician,Colombia,2915
William Orlando Beltran Carrillo,Male,1973,0,writer,Colombia,718
William Roman Zapata,Male,1975,0,football,Colombia,3929
William Tesillo,Male,1990,0,football,Colombia,100164
William Villamizar Laguado,Male,1965,0,politician,Colombia,17230
William Vinasco Chamorro,Male,1951,0,journalist,Colombia,66118
William Vasquez,Male,1978,0,football,Colombia,4559
William Zapata Brand,Male,1988,0,football,Colombia,17206
Williams Buenanos,Male,1983,0,football,Colombia,9445
Willis Garcia,Male,1970,0,judo,Venezuela - Colombia,1111
Willy Ramos,Male,1954,0,painter,Colombia,2841
Wilmer Diaz,Male,1978,0,football,Colombia,5852
Wilmer Torres,Male,1983,0,sport,Colombia,918
Wilmer Zumba,Male,1978,0,football,Ecuador - Colombia,6173
Wilson Choperena,Male,1923,2011,composer,Colombia,10904
Wilson Galeano,Male,1979,0,football,Colombia,1920
Wilson Gutierrez,Male,1971,0,football,Colombia,27210
Wilson Lozada,Male,1989,0,football,Colombia,937
Wilson Mena,Male,1987,0,football,Colombia,7774
Wilson Piedrahita,Male,1969,0,football,Colombia,6465
Wilson Saoko,Male,1951,0,singer,Colombia,69953
Winston Giron,Male,1988,0,football,Colombia,1736
Wolfang Galindo,Male,1975,0,actor,Colombia,4443
Francisca Josefa de la Concepcion,Female,1671,1742,writer,Colombia,126716
Ximena Londono,Female,1958,0,botanist,Colombia,2193
Ximena Vilar,Female,1985,0,sport,Venezuela - Colombia,605
Xiomara Xibille,Female,1973,0,actor,Colombia,99156
Yanis Pikieris,Male,1958,0,choreographer,Colombia,1442
Yeison Chacon,Male,1988,0,football,Colombia,1097
Yeison Mendoza,Male,1994,2019,football,Colombia,4448
Yesid Aponza,Male,1992,2016,football,Colombia,25472
Yesid Martinez,Male,1980,0,football,Colombia,1306
Yessy Mena,Male,1989,0,football,Colombia,4985
Yidis Medina,Female,1970,0,politician,Colombia,19499
Yilmar Angulo,Male,1987,0,football,Colombia,18767
Yimmi Chara,Male,1986,0,football,Colombia,638239
Yina Gallego,Female,1982,0,singer,Colombia,5022
Yira Castro,Female,1942,1981,politician,Colombia,19239
Yolanda Pinto de Gaviria,Female,0,0,lawyer,Colombia,12056
Yonni Hinestroza,Male,1984,0,football,Colombia,6314
Yovanny Campo,Male,1989,0,football,Colombia,378
Yuber Mosquera,Male,1984,0,football,Colombia - Venezuela,11397
Yuberney Franco,Male,1985,0,football,Colombia,8529
Yuly Ferreira,Female,1983,0,actor,Colombia,273825
Yulian Mejia,Male,1990,0,football,Colombia,54713
Zahur Klemath Zapata,Male,1943,0,poet,Colombia,1872
Zamir Valoyes,Male,1986,0,football,Colombia,19581
Zehtyan,Male,1988,0,rapper,Colombia,2293
Zulma Rey,Female,1988,0,model,Colombia,54718
Alisson Gonzalez,Female,1991,0,skater,Colombia,931
Alvaro Anzola,Male,1980,0,education,Colombia,3950
Alvaro Aponte,Male,1965,0,football,Colombia,5059
Alvaro Ashton,Male,1956,0,politician,Colombia,10994
Alvaro Cruz,Male,1949,0,politician,Colombia,19179
Alvaro Mejia (athlete),Male,1940,2021,athletic,Colombia,8585
Alvaro Galvis Becerra,Male,1970,0,cyclist,Colombia,2817
Alvaro Hungria,Male,1992,0,football,Colombia,5042
Alvaro Jose Barros,Male,1987,0,football,Colombia,2241
Alvaro Munera,Male,1965,0,matador,Colombia,122422
Alvaro Rodriguez Torres,Male,1950,0,writer,Colombia,4406
Alvaro Ruiz Hernandez,Male,1933,2016,journalist,Colombia,8145
Alvaro Solis,Male,1981,0,football,Colombia,3472
Alvaro Tirado Mejia,Male,1940,0,academic,Colombia,14029
Alvaro Uribe Rueda,Male,1923,2007,politician,Colombia,6508
Alvaro Valencia Tovar,Male,1923,2014,militar,Colombia,14835
Alvaro Villar Gaviria,Male,1921,1999,psychiatrist,Colombia,1112
Alvaro de Jesus Gomez,Male,1954,0,football,Colombia,8546
Angel Eduardo Bernal Esquivel,Male,1946,0,sculptor,Colombia,2912
Angel Loochkartt,Male,1933,0,painter,Colombia,7110
Angel Sierra Basto,Male,1923,1992,poet,Colombia,2461
Angel Vicente Rios Maldonado,Male,1929,1988,writer,Ecuador - Colombia,1172
Angela Robledo,Female,0,0,psychologist,Colombia,140851
Angela Vergara,Female,1974,0,model,Colombia,61100
Eder Alvarez Balanta,Male,1993,0,football,Colombia,507534
Edgar Carvajal,Male,1969,0,football,Colombia,6116
Einar Angulo,Male,1967,0,football,Colombia,1027
Italo Londero,Male,1985,0,actor,Colombia,4440
Oscar Agudelo,Male,1932,0,singer,Colombia,77864
Oscar Castillo,Male,1987,0,football,Colombia,467
Oscar Dario Martinez,Male,1980,0,football,Colombia,2528
Oscar Golden,Male,1946,2008,singer,Colombia,36747
Oscar Hernandez Monsalve,Male,1925,0,journalist,Colombia,2556
Oscar Ivan Balanta,Male,1988,0,football,Colombia,2645
Oscar Ivan Mendez,Male,1987,0,football,Colombia,1799
Oscar Ivan Zuluaga,Male,1959,0,economist,Colombia,106786
Oscar Josue Reyes,Male,0,0,politician,Colombia,1370
Oscar Rodo,Male,1973,0,music,Colombia,5304
Oscar Naranjo,Male,1956,0,politician,Colombia,126407
Oscar Ramos,Male,1930,1991,football,Colombia,4286
Oscar Ramos Preciado,Male,1988,0,football,Colombia,2901
Oscar Rueda,Male,1982,0,football,Colombia,1671
Oscar Santos,Male,1989,0,football,Colombia,2551
Oscar Suarez Mira,Male,1959,0,politician,Colombia,9214
Oscar Wilchez,Male,1960,0,lawyer,Colombia,2133
Oscar William Calvo,Male,1953,1985,politician,Colombia,5619
Jefferson Viveros,Male,1988,0,football,Colombia,9307
Olof Skoog,Male,1962,0,diplomat,Sweden - Colombia,34930
Jesus Abad Colorado,Male,1967,0,photographer,Colombia,14821
Jesus Amaya,Male,1969,0,golf,Colombia,3530
Jesus Geles,Male,1988,0,boxer,Colombia,2687
Jesus Maria Espinosa,Male,1908,1995,painter,Colombia,9111
Jesus Salvador Perez,Male,1971,0,boxer,Colombia,1112
Jhersson Cordoba,Male,1988,0,football,Colombia,15798
Jhon Charria,Male,1978,0,football,Colombia,28625
Phil Jackson Ibarguen,Male,1985,0,football,Colombia,9111
Jimena Romero,Female,1970,0,writer,Colombia,4350
Jimmy Asprilla,Male,1980,0,football,Colombia,9649
Jimmy Bermudez,Male,1987,0,football,Colombia - Equatorial Guinea,44051
Jineth Bedoya Lima,Female,1974,0,journalist,Colombia,45816
Joaquin Gomez,Male,1947,0,guerrilla,Colombia,52651
Joaquin Pinto,Male,1842,1906,painter,Ecuador - Colombia,28985
Gabriel Betancourt,Male,1918,2002,politician,Colombia,35522
Joe Angel,Male,0,0,radio,Colombia,31091
